"","k__Bacteria","p__Actinobacteria","p__Bacteroidetes","p__Cyanobacteria","p__Firmicutes","p__Fusobacteria","p__OD1","p__Proteobacteria","p__Spirochaetes","p__SR1","p__TM7","c__Actinobacteria","c__Alphaproteobacteria","c__Bacilli","c__Bacteroidia","c__Betaproteobacteria","c__Chloroplast","c__Clostridia","c__Coriobacteriia","c__Cytophagia","c__Deltaproteobacteria","c__Epsilonproteobacteria","c__Erysipelotrichi","c__Flavobacteriia","c__Fusobacteriia","c__Gammaproteobacteria","c__Sphingobacteriia","c__Spirochaetes","c__TM7-3","o__Actinomycetales","o__Aeromonadales","o__Bacillales","o__Bacteroidales","o__Burkholderiales","o__Campylobacterales","o__Clostridiales","o__Coriobacteriales","o__CW040","o__Cytophagales","o__Enterobacteriales","o__Erysipelotrichales","o__Flavobacteriales","o__Fusobacteriales","o__Gemellales","o__Lactobacillales","o__Neisseriales","o__Pasteurellales","o__Pseudomonadales","o__Rhizobiales","o__Rhodobacterales","o__Rhodocyclales","o__Sphingobacteriales","o__Sphingomonadales","o__Spirochaetales","o__Streptophyta","o__Xanthomonadales","f__[Mogibacteriaceae]","f__[Paraprevotellaceae]","f__[Tissierellaceae]","f__[Weeksellaceae]","f__ACK-M1","f__Actinomycetaceae","f__Aerococcaceae","f__Aeromonadaceae","f__Alcaligenaceae","f__Bacteroidaceae","f__Burkholderiaceae","f__Campylobacteraceae","f__Carnobacteriaceae","f__Clostridiaceae","f__Comamonadaceae","f__Coriobacteriaceae","f__Corynebacteriaceae","f__Cryomorphaceae","f__Cytophagaceae","f__Enterobacteriaceae","f__Enterococcaceae","f__Erysipelotrichaceae","f__F16","f__Flavobacteriaceae","f__Fusobacteriaceae","f__Gemellaceae","f__Lachnospiraceae","f__Lactobacillaceae","f__Leptotrichiaceae","f__Leuconostocaceae","f__Microbacteriaceae","f__Micrococcaceae","f__Moraxellaceae","f__Neisseriaceae","f__Oxalobacteraceae","f__Pasteurellaceae","f__Peptostreptococcaceae","f__Porphyromonadaceae","f__Prevotellaceae","f__Propionibacteriaceae","f__Pseudomonadaceae","f__Rhizobiaceae","f__Rhodobacteraceae","f__Rhodocyclaceae","f__Rikenellaceae","f__Ruminococcaceae","f__Sphingomonadaceae","f__Spirochaetaceae","f__Streptococcaceae","f__Veillonellaceae","f__Xanthomonadaceae","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__Acinetobacter","g__Actinomyces","g__Agrobacterium","g__Anaerococcus","g__Arcobacter","g__Atopobium","g__Bacteroides","g__Blautia","g__Bulleidia","g__Campylobacter","g__Capnocytophaga","g__Catonella","g__Chryseobacterium","g__Clostridium","g__Comamonas","g__Coprococcus","g__Corynebacterium","g__Dialister","g__Enhydrobacter","g__Enterococcus","g__Faecalibacterium","g__Flavobacterium","g__Fluviicola","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Megasphaera","g__Microvirgula","g__Mogibacterium","g__Moryella","g__Neisseria","g__Oribacterium","g__Oscillospira","g__Parabacteroides","g__Parvimonas","g__Peptoniphilus","g__Peptostreptococcus","g__Porphyromonas","g__Prevotella","g__Propionibacterium","g__Pseudomonas","g__Rothia","g__Salinispora","g__Selenomonas","g__Streptococcus","g__Sulfurospirillum","g__Sutterella","g__Tannerella","g__Treponema","g__Veillonella","g__Vitreoscilla","g__Weissella","g__Zoogloea","s__acnes","s__aerodenitrificans","s__cibaria","s__confusa","s__copri","s__dentocariosa","s__dispar","s__endodontalis","s__fallax","s__johnsonii","s__luteciae","s__melaninogenica","s__moorei","s__mucilaginosa","s__nanceiensis","s__nigrescens","s__parainfluenzae","s__parvula","s__prausnitzii","s__rhizosphaerae","s__subflava","s__tannerae","s__uniformis","s__zeae","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Actinobacillus","g__Aggregatibacter","g__Butyrivibrio","g__Eikenella","g__Mycoplasma","f__Peptococcaceae","f__Bacillaceae","g__Finegoldia","s__dolichum","s__gnavus","g__Filifactor","s__socranskii","p__GN02","c__GKS2-174","o__MIZ46","s__fragilis","smokingstatus","bodysite"
"ESC.1.21.OPR",1375,33,554,0,154,240,0,380,1,1,12,33,0,74,304,249,0,80,0,0,0,28,0,250,240,103,0,1,12,33,0,0,304,1,28,80,0,1,0,0,0,250,240,5,69,247,103,0,0,0,0,0,0,1,0,0,0,50,0,13,0,19,0,0,0,0,0,28,5,0,1,0,0,0,0,0,1,0,1,237,215,5,18,0,24,1,0,14,0,247,0,103,0,47,200,0,0,0,0,0,0,0,0,1,62,54,0,0,50,0,0,19,0,0,0,0,0,0,0,28,237,2,1,0,0,0,0,0,0,1,0,0,0,215,5,95,0,0,1,0,24,1,0,0,0,1,219,8,0,0,0,0,0,41,200,0,0,14,0,1,61,0,0,1,1,53,0,0,0,0,0,0,0,0,0,44,0,0,0,0,143,0,14,14,0,95,6,0,0,194,0,0,0,0,0,0,0,3,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.51.OPR",2155,26,636,0,513,327,0,504,18,41,89,24,1,182,554,313,0,325,2,0,0,76,6,82,327,114,0,18,89,24,0,0,554,1,76,325,2,4,0,0,6,82,327,2,180,312,114,0,1,0,0,0,0,18,0,0,3,80,2,5,0,11,0,0,0,0,1,76,5,0,0,2,0,0,0,0,0,6,3,77,244,2,96,0,83,11,0,13,0,312,0,114,1,159,314,0,0,1,0,0,0,0,0,18,164,209,0,0,80,0,0,11,1,0,0,2,0,0,6,76,77,1,0,0,0,0,0,0,0,0,0,0,0,244,5,84,0,0,8,1,83,9,2,0,0,7,308,45,0,0,2,0,1,150,314,0,0,13,0,12,156,0,0,4,18,195,0,0,0,0,0,0,0,0,0,177,10,0,0,0,188,2,13,2,4,82,14,0,0,301,38,0,0,0,0,0,0,30,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.13.OPR",773,6,358,0,141,80,0,158,0,19,11,6,0,52,307,117,0,85,0,0,0,12,4,51,80,29,0,0,11,6,0,0,307,0,12,85,0,0,0,0,4,51,80,0,52,117,29,0,0,0,0,0,0,0,0,0,0,143,2,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,51,66,0,28,0,14,2,0,5,0,117,0,29,1,76,88,0,0,0,0,0,0,0,0,0,48,52,0,0,143,0,0,1,0,0,0,0,0,0,4,12,51,2,0,0,0,0,0,0,0,0,0,0,0,66,2,13,0,0,0,0,14,0,0,0,0,2,115,9,0,0,2,0,0,68,88,0,0,5,0,4,48,0,0,3,0,48,0,0,0,0,0,0,0,0,0,45,0,0,0,0,12,1,5,37,0,13,1,0,0,111,45,0,0,0,0,0,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.30.OPR",1061,25,218,0,398,59,0,354,0,0,6,25,0,355,197,107,0,43,0,0,0,3,0,21,59,244,0,0,6,25,0,0,197,4,3,43,0,3,0,39,0,21,59,9,346,101,199,6,0,0,1,0,0,0,0,0,0,9,1,14,0,4,1,0,0,2,0,3,5,0,2,0,0,0,0,39,0,0,3,7,56,9,5,2,1,142,0,21,2,101,1,199,0,82,103,0,1,0,0,1,0,0,0,0,196,36,0,0,9,0,2,4,0,0,1,0,2,0,0,2,4,2,9,0,0,0,0,0,0,0,0,3,0,56,5,44,0,2,64,0,1,136,1,0,0,0,95,2,0,0,1,0,0,81,103,0,0,21,0,0,130,0,0,0,0,35,0,0,1,0,0,0,0,1,0,25,1,0,0,1,58,0,21,23,0,44,3,0,2,95,5,0,0,0,0,0,0,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.72.OPR",822,32,242,3,421,27,0,69,6,0,22,30,0,297,232,46,1,117,2,0,0,3,7,10,27,20,0,6,22,30,0,4,232,8,3,117,2,3,0,2,7,10,27,1,292,37,12,5,0,0,0,0,0,6,1,0,1,33,4,5,0,1,0,0,0,1,4,3,2,0,3,2,0,1,0,2,0,7,3,4,23,1,27,1,4,140,1,28,4,37,0,12,0,7,190,0,1,0,0,0,0,3,0,6,148,78,0,0,33,0,4,1,0,0,0,1,1,0,7,3,2,12,4,0,1,0,0,4,0,0,0,2,1,23,2,12,0,1,73,4,4,139,2,0,1,5,36,6,0,0,4,0,0,6,190,0,0,28,0,11,74,0,0,1,6,57,0,0,0,0,0,0,0,1,2,44,6,0,0,0,54,0,26,0,1,12,4,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.4.OPR",1012,61,445,0,373,26,0,31,0,0,76,48,0,42,444,2,0,303,13,0,0,26,28,1,26,3,0,0,76,48,0,0,444,0,26,303,13,1,0,0,28,1,26,1,41,2,3,0,0,0,0,0,0,0,0,0,0,41,0,1,0,41,0,0,0,1,0,26,4,0,0,13,0,0,0,0,0,28,0,0,3,1,71,0,23,1,0,7,0,2,0,3,0,0,393,0,0,0,0,0,1,0,0,0,36,230,0,0,41,0,0,41,0,0,0,13,1,0,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,23,0,10,0,0,9,2,14,0,0,0,0,0,0,393,0,0,7,0,43,36,0,0,0,0,136,0,0,0,0,0,0,0,7,0,130,0,0,0,0,288,4,7,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.69.OPR",986,28,319,0,490,95,0,34,0,0,20,15,0,237,315,5,0,252,13,0,0,11,1,4,95,18,0,0,20,15,0,0,315,0,11,252,13,1,0,4,1,4,95,3,234,5,12,2,0,0,0,0,0,0,0,0,1,15,0,4,0,15,0,0,0,0,0,11,0,0,0,13,0,0,0,4,0,1,0,0,11,3,128,5,84,67,0,0,2,5,0,12,0,4,294,0,0,0,0,0,0,0,0,0,162,119,0,0,15,0,2,15,0,0,0,13,0,0,1,11,0,1,3,0,0,0,0,2,0,0,0,0,0,11,0,12,0,5,17,0,84,65,18,0,1,38,5,12,0,0,0,0,0,4,294,0,0,0,0,8,145,0,0,0,0,84,0,0,0,0,0,0,0,0,0,78,0,0,0,0,178,0,0,1,0,12,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.57.OPR",1283,111,337,0,676,50,0,81,0,0,28,87,0,307,336,0,0,361,24,0,0,60,8,1,50,21,0,0,28,87,0,0,336,0,60,361,24,0,0,0,8,1,50,3,304,0,21,0,0,0,0,0,0,0,0,0,0,9,1,1,0,26,0,0,0,0,0,60,11,0,0,24,0,0,0,0,0,8,0,0,31,3,107,0,19,12,0,61,0,0,0,21,0,8,316,0,0,0,0,0,0,0,0,0,281,250,0,0,9,0,0,25,0,0,0,24,0,0,8,60,0,8,0,0,0,0,0,1,0,0,0,0,0,31,11,21,0,0,8,0,19,12,17,0,0,26,0,42,0,0,1,0,0,8,316,0,0,61,0,16,272,0,0,0,0,210,0,0,0,0,0,0,0,0,0,185,0,0,0,0,252,0,61,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.66.OPR",303,33,72,1,107,52,0,37,0,0,1,33,0,65,68,0,1,42,0,0,0,0,0,4,52,37,0,0,1,33,0,0,68,0,0,42,0,1,0,0,0,4,52,2,63,0,37,0,0,0,0,0,0,0,1,0,0,15,0,4,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,50,2,5,0,2,4,0,23,0,0,0,37,1,3,50,0,0,0,0,0,0,0,0,0,57,36,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,2,34,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,1,50,0,0,23,0,0,57,0,0,2,0,36,0,0,0,0,0,0,0,0,0,33,0,0,0,0,43,0,23,0,0,34,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Smoker","OPR"
"ESC.1.18.OPR",975,31,418,0,281,130,0,108,0,4,3,29,0,63,390,52,0,213,2,0,0,49,5,28,130,7,0,0,3,29,0,0,390,0,49,213,2,0,0,0,5,28,130,1,62,52,7,0,0,0,0,0,0,0,0,0,3,110,1,0,0,7,0,0,0,0,0,49,3,0,0,2,0,0,0,0,0,5,0,28,64,1,108,0,65,1,0,22,0,52,0,7,0,14,263,0,0,0,0,0,0,0,0,0,58,101,0,0,110,0,0,7,0,0,0,2,0,0,5,49,28,3,0,0,0,0,0,0,0,0,0,0,0,64,3,7,0,0,0,0,65,0,7,0,2,11,52,26,0,0,1,0,0,2,263,0,0,22,0,24,58,0,0,0,0,68,0,0,0,0,0,0,0,1,0,62,0,0,0,0,170,1,22,0,0,7,3,0,0,50,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.39.OPR",839,158,210,0,306,72,0,90,0,0,3,154,0,111,209,43,0,193,4,0,0,10,2,1,72,37,0,0,3,154,0,0,209,0,10,193,4,0,0,0,2,1,72,0,111,43,36,1,0,0,0,0,0,0,0,0,4,11,6,0,0,104,0,0,0,0,0,10,6,0,0,4,0,0,0,0,0,2,0,1,54,0,12,0,18,14,0,50,0,43,0,36,2,2,194,0,0,0,0,0,0,0,0,0,91,169,0,0,11,0,0,104,0,0,0,4,0,0,2,10,1,0,0,0,0,0,0,1,0,0,0,0,0,54,6,35,0,0,6,0,18,14,4,0,0,8,43,2,0,0,6,0,0,1,194,0,0,50,0,1,85,0,0,0,0,157,0,0,0,0,0,0,0,1,0,147,0,0,0,0,146,0,50,5,0,35,2,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.17.OPR",1041,46,233,0,547,130,0,67,3,2,13,39,0,426,230,19,0,114,7,0,0,14,7,3,130,34,0,3,13,39,0,0,230,2,14,114,7,3,0,0,7,3,130,5,420,17,32,2,0,0,0,0,0,3,0,0,3,31,16,2,0,12,1,0,0,0,0,14,5,0,2,7,0,0,0,0,2,7,3,1,103,5,34,0,26,72,0,27,1,17,0,32,0,14,184,0,1,0,0,0,0,0,0,3,340,56,0,0,31,0,1,12,0,0,0,7,0,0,7,14,1,20,2,0,1,0,0,1,0,2,0,0,0,103,5,24,0,0,13,0,26,32,5,0,1,2,16,5,0,0,16,0,0,14,184,0,0,27,0,0,327,0,0,0,3,47,0,0,0,0,0,0,0,0,0,35,4,0,0,0,140,1,27,7,0,21,4,0,1,1,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.32.OPR",146,1,67,0,32,26,0,5,9,1,1,1,0,17,67,3,0,11,0,0,0,2,4,0,26,0,0,9,1,1,0,0,67,2,2,11,0,0,0,0,4,0,26,0,17,1,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,4,0,0,25,0,7,0,1,8,0,0,0,1,0,0,0,18,23,0,0,0,0,0,0,0,0,9,9,4,0,0,17,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,1,8,0,0,0,0,1,1,0,0,0,0,0,15,23,0,0,0,0,0,5,0,0,3,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,1,14,0,0,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.6.OPR",697,109,220,0,339,8,0,9,0,0,12,99,1,89,219,0,0,239,10,0,0,6,11,1,8,2,0,0,12,99,0,0,219,0,6,239,10,1,0,0,11,1,8,1,88,0,1,1,0,1,0,0,0,0,0,0,1,7,1,1,0,43,0,0,0,0,0,6,1,0,0,10,0,0,0,0,0,11,1,0,6,1,80,28,2,9,0,56,1,0,0,1,0,3,208,0,0,0,1,0,0,0,0,0,50,156,0,0,7,0,1,43,0,0,0,10,0,0,11,6,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,28,3,0,1,3,23,0,0,52,0,0,0,0,1,0,0,3,208,0,0,56,0,0,47,0,0,0,0,124,0,0,0,0,0,0,0,0,2,111,2,0,0,0,169,1,54,0,7,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.16.OPR",8,1,1,0,3,3,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.29.OPR",92,2,31,0,19,15,0,24,1,0,0,2,0,13,27,21,0,6,0,0,0,0,0,4,15,3,0,1,0,2,0,0,27,0,0,6,0,0,0,0,0,4,15,0,13,21,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,2,0,0,2,0,2,0,21,0,3,0,15,12,0,0,0,0,0,0,0,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,2,0,0,2,0,0,0,1,21,0,0,0,1,0,0,15,12,0,0,2,0,1,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
